	iptm	ptm	mean_plddt	mean_pdockq2	mean_plddt_lst	replicate	subunits	phrog
0	0.22	0.28	69.02160612535612	0.008793201516050534	0.09953185738221532	rep_3	9	phrog_10004
0	0.23	0.28	64.369125	0.008736500771236434	0.10659476668397308	rep_1	10	phrog_10004
0	0.23	0.28	68.63157371794871	0.008660023726503416	0.11099469306048335	rep_2	10	phrog_10004
0	0.23	0.28	67.79696474358974	0.008745495244048919	0.09837907197703757	rep_3	10	phrog_10004
0	0.11	0.3	51.160961538461535	0.014112216484933066	0.3625985406453995	rep_1	2	phrog_10006
0	0.11	0.29	50.55375	0.015174463967761294	0.39132269363586775	rep_2	2	phrog_10006
0	0.1	0.28	49.23548076923077	0.013446990375427884	0.3521178993390341	rep_3	2	phrog_10006
0	0.12	0.26	47.69955128205128	0.013051075197843034	0.3597010595042415	rep_1	3	phrog_10006
0	0.12	0.25	43.85	0.01212276706629086	0.34307464453516356	rep_2	3	phrog_10006
0	0.09	0.21	40.69974358974359	0.00923140477826226	0.2044900520586018	rep_3	3	phrog_10006
0	0.14	0.25	47.22947115384615	0.012288934452489105	0.3435160392864853	rep_1	4	phrog_10006
0	0.14	0.25	44.75812499999999	0.011630393698680158	0.3275854761946569	rep_2	4	phrog_10006
0	0.13	0.22	42.410384615384615	0.011052711158047072	0.308403868822373	rep_3	4	phrog_10006
0	0.21	0.34	47.722846153846156	0.011517702667304383	0.3158490511068511	rep_1	5	phrog_10006
0	0.16	0.26	48.94780769230769	0.012030707725492595	0.3312367275814435	rep_2	5	phrog_10006
0	0.15	0.24	44.58480769230769	0.011425195299711317	0.3186835120413332	rep_3	5	phrog_10006
0	0.25	0.35	45.14525641025641	0.012036935330333745	0.3547677716104178	rep_1	6	phrog_10006
0	0.15	0.24	47.1861858974359	0.010560826590007325	0.26649167016409764	rep_2	6	phrog_10006
0	0.15	0.23	43.768108974358974	0.01054631977997432	0.2803786635546322	rep_3	6	phrog_10006
0	0.32	0.39	45.63972527472528	0.011865882603290518	0.33300217973644636	rep_1	7	phrog_10006
0	0.15	0.22	42.50689560439561	0.0101638350031297	0.26575479260887686	rep_2	7	phrog_10006
0	0.14	0.22	43.63293956043956	0.009963984602539456	0.24935388051315308	rep_3	7	phrog_10006
0	0.76	0.78	52.13875	0.05381676954643217	0.7865669407561894	rep_1	8	phrog_10006
0	0.63	0.66	68.89209134615385	0.10164789116660622	0.7630828268326553	rep_2	8	phrog_10006
0	0.57	0.61	45.84204326923077	0.019784338915207936	0.5510940585958894	rep_3	8	phrog_10006
0	0.72	0.74	73.81989316239314	0.17243065549382589	0.8174812519381462	rep_1	9	phrog_10006
0	0.62	0.65	50.47363247863248	0.041739353342225304	0.7624062420957564	rep_2	9	phrog_10006
0	0.58	0.61	64.0957905982906	0.049342786175902056	0.650306480840936	rep_3	9	phrog_10006
0	0.69	0.71	48.62807692307692	0.03066453055774019	0.6802152654629272	rep_1	10	phrog_10006
0	0.61	0.64	49.584634615384616	0.0296783585330177	0.635722740862097	rep_2	10	phrog_10006
0	0.56	0.58	63.98767307692307	0.05324539691791584	0.6594369158213867	rep_3	10	phrog_10006
0	0.88	0.88	93.61965596330275	0.7265695349747092	0.949038773007749	rep_1	2	phrog_10007
0	0.87	0.87	93.50798165137614	0.7191178595787219	0.949632230042561	rep_2	2	phrog_10007
0	0.8	0.81	91.70747706422019	0.6536281394928187	0.9310698929013042	rep_3	2	phrog_10007
0	0.25	0.44	81.90975535168197	0.009535029268389646	0.12861570688308543	rep_1	3	phrog_10007
0	0.22	0.4	80.42305810397554	0.009923140727011509	0.146295135577288	rep_2	3	phrog_10007
0	0.24	0.4	79.58922018348623	0.00978532166800967	0.14150484694936358	rep_3	3	phrog_10007
0	0.34	0.44	81.94923165137615	0.03634983441339445	0.46217778122230146	rep_1	4	phrog_10007
0	0.34	0.46	84.89608944954128	0.030581734415776326	0.4098557089390418	rep_2	4	phrog_10007
0	0.32	0.44	81.89377293577981	0.014423746722177883	0.24497693276948135	rep_3	4	phrog_10007
0	0.25	0.35	77.24222018348624	0.01202156562909988	0.19934427403605798	rep_1	5	phrog_10007
0	0.2	0.32	74.10076146788991	0.009296296170157299	0.12782317166794382	rep_2	5	phrog_10007
0	0.19	0.26	69.90260550458716	0.008809000199910384	0.11021267354731504	rep_3	5	phrog_10007
0	0.27	0.36	79.08584097859327	0.01647391938080293	0.2859152215061931	rep_1	6	phrog_10007
0	0.27	0.35	81.22587155963302	0.0979558843269584	0.6154404565891053	rep_2	6	phrog_10007
0	0.19	0.24	69.11806574923547	0.011252181418861612	0.18848544137808876	rep_3	6	phrog_10007
0	0.23	0.3	75.9422739187418	0.015776002792615516	0.2716149683237003	rep_1	7	phrog_10007
0	0.21	0.3	74.1020117955439	0.00945946208115612	0.12790765146920408	rep_2	7	phrog_10007
0	0.21	0.28	64.51820445609437	0.009940217617905788	0.15527638094393145	rep_3	7	phrog_10007
0	0.28	0.35	76.1848623853211	0.018601550653668513	0.27779872321007776	rep_1	8	phrog_10007
0	0.24	0.3	75.93122706422018	0.047055740175456676	0.5115776722989469	rep_2	8	phrog_10007
0	0.23	0.31	71.4967373853211	0.009355065111095216	0.12049988050322914	rep_3	8	phrog_10007
0	0.25	0.32	71.60425586136594	0.00965440246430872	0.13440373633649794	rep_1	9	phrog_10007
0	0.22	0.28	65.32282364933741	0.00888271545519549	0.10962997019732067	rep_2	9	phrog_10007
0	0.22	0.26	68.76752803261978	0.012132083085610451	0.22137995486439604	rep_3	9	phrog_10007
0	0.23	0.27	69.06892660550459	0.020078700285316376	0.35977966648331794	rep_1	10	phrog_10007
0	0.22	0.27	66.31574311926606	0.009200379130930981	0.1289677276936268	rep_2	10	phrog_10007
0	0.21	0.25	65.43433486238533	0.00894440605364954	0.11764272646451193	rep_3	10	phrog_10007
0	0.37	0.48	66.81458620689655	0.014369556394958613	0.2987593698407791	rep_1	2	phrog_1000
0	0.36	0.47	68.11018965517242	0.015210060861355013	0.292633290274414	rep_2	2	phrog_1000
0	0.28	0.38	60.29010344827585	0.009943971298829096	0.1994056463333203	rep_3	2	phrog_1000
0	0.3	0.41	65.46016091954023	0.01160007760553442	0.23231870623004744	rep_1	3	phrog_1000
0	0.24	0.37	61.42794252873563	0.010115490106217087	0.1933077107073967	rep_2	3	phrog_1000
0	0.2	0.36	66.00750574712643	0.009927489922598122	0.17554621237462198	rep_3	3	phrog_1000
0	0.29	0.39	63.47487068965516	0.011492518845037648	0.2422638745452844	rep_1	4	phrog_1000
0	0.29	0.39	67.80450862068966	0.012211016952880453	0.24234094754947358	rep_2	4	phrog_1000
0	0.28	0.37	63.165560344827576	0.011767097256021887	0.2636553358554536	rep_3	4	phrog_1000
0	0.63	0.66	74.37410344827586	0.1848030450510055	0.7642841514163585	rep_1	5	phrog_1000
0	0.61	0.63	71.98209655172414	0.12059540757330085	0.7016316551180211	rep_2	5	phrog_1000
0	0.58	0.61	73.4054275862069	0.09922543250604887	0.6546342757651005	rep_3	5	phrog_1000
0	0.73	0.74	77.26220689655172	0.41984559976741803	0.8809903728108167	rep_1	6	phrog_1000
0	0.73	0.74	76.03861494252874	0.3803102779706571	0.873758354183213	rep_2	6	phrog_1000
0	0.71	0.73	76.7653620689655	0.3589193947317664	0.854647427056808	rep_3	6	phrog_1000
0	0.72	0.74	75.38085714285715	0.20751011177805734	0.7824586434223341	rep_1	7	phrog_1000
0	0.71	0.73	77.08064039408868	0.3282989152114705	0.8396685158239933	rep_2	7	phrog_1000
0	0.71	0.72	77.51657635467981	0.3976873400500787	0.8695340650336977	rep_3	7	phrog_1000
0	0.69	0.7	77.76396551724139	0.31123011183311533	0.8259979832655582	rep_1	8	phrog_1000
0	0.67	0.68	75.54409051724139	0.31892717838544216	0.8504105117975721	rep_2	8	phrog_1000
0	0.66	0.68	73.65468965517242	0.13166066691878572	0.7119646812607731	rep_3	8	phrog_1000
0	0.59	0.61	75.22976245210728	0.2757698393896752	0.8215642335645162	rep_1	9	phrog_1000
0	0.57	0.59	76.52622605363985	0.16389569400924947	0.7161972854223266	rep_2	9	phrog_1000
0	0.51	0.54	75.07716475095786	0.08490124769825598	0.6120143326156113	rep_3	9	phrog_1000
0	0.52	0.55	72.41382758620689	0.010095849672953836	0.13815822559899935	rep_1	10	phrog_1000
0	0.48	0.51	67.20389655172414	0.010033942109537841	0.1446507839734827	rep_2	10	phrog_1000
0	0.4	0.43	60.82394137931034	0.009089119925570403	0.12104022631596308	rep_3	10	phrog_1000
0	0.46	0.46	70.63431999999999	0.016365308471504948	0.37343551673734665	rep_1	2	phrog_10011
0	0.4	0.47	66.77539999999999	0.013436368784937897	0.31179124157922655	rep_2	2	phrog_10011
0	0.15	0.43	65.81376000000002	0.010870892621677024	0.26068089787640036	rep_3	2	phrog_10011
0	0.32	0.39	71.14834666666665	0.019303096574125763	0.38555431110625865	rep_1	3	phrog_10011
0	0.23	0.35	63.76104	0.009759164811562538	0.22721321162195954	rep_2	3	phrog_10011
0	0.13	0.33	57.614026666666675	0.010609978140183501	0.25713029515853464	rep_3	3	phrog_10011
0	0.24	0.34	59.669979999999995	0.0114787185291348	0.29326633343659925	rep_1	4	phrog_10011
0	0.19	0.28	60.053580000000004	0.009599679271501465	0.2162132461035008	rep_2	4	phrog_10011
0	0.14	0.28	53.96906	0.009626508493395265	0.23128095014896152	rep_3	4	phrog_10011
0	0.23	0.33	62.503919999999994	0.011250114886119062	0.26817337003983954	rep_1	5	phrog_10011
0	0.21	0.33	61.853359999999995	0.010227508279804187	0.23951951783568598	rep_2	5	phrog_10011
0	0.21	0.3	54.898	0.011820712354452102	0.29136558429443776	rep_3	5	phrog_10011
0	0.25	0.32	60.121786666666665	0.011523224063769794	0.2861145032002099	rep_1	6	phrog_10011
0	0.18	0.28	60.17150666666667	0.009743319718693019	0.1988756643865204	rep_2	6	phrog_10011
0	0.15	0.26	62.21665333333333	0.008768281572180608	0.13225568502256121	rep_3	6	phrog_10011
0	0.26	0.32	61.45316571428571	0.011726271183552291	0.2854896889365955	rep_1	7	phrog_10011
0	0.18	0.27	61.64818285714285	0.009407668537881261	0.19593880852307768	rep_2	7	phrog_10011
0	0.13	0.23	61.307542857142856	0.008315272052793232	0.11894053883054982	rep_3	7	phrog_10011
0	0.25	0.32	59.97975999999999	0.010927774852245132	0.26229691786980525	rep_1	8	phrog_10011
0	0.16	0.23	52.84014	0.00865569253446299	0.14544682328382008	rep_2	8	phrog_10011
0	0.15	0.23	59.882259999999995	0.008532838253802367	0.12688181494291154	rep_3	8	phrog_10011
0	0.16	0.23	56.721333333333334	0.008527985716425867	0.1373991746722354	rep_1	9	phrog_10011
0	0.16	0.23	59.532462222222215	0.008497037993613428	0.13214792460639846	rep_2	9	phrog_10011
0	0.16	0.22	50.44246222222222	0.008337673940560116	0.13204521316549864	rep_3	9	phrog_10011
0	0.27	0.32	52.388312	0.009652343400250004	0.22164925496853397	rep_1	10	phrog_10011
0	0.18	0.23	58.43599199999999	0.008585040714176989	0.1386626557529882	rep_2	10	phrog_10011
0	0.17	0.24	62.8886	0.008659262271423324	0.1327677924098839	rep_3	10	phrog_10011
0	0.32	0.51	65.58692307692309	0.022149677972718065	0.4761754666739346	rep_1	2	phrog_10014
0	0.31	0.5	64.37384615384616	0.022632544976759345	0.472289824637268	rep_2	2	phrog_10014
0	0.14	0.47	71.25759615384617	0.01499269114804805	0.30958860924943465	rep_3	2	phrog_10014
0	0.11	0.35	61.38070512820512	0.010715758236659134	0.2496085279235992	rep_1	3	phrog_10014
0	0.1	0.3	50.823076923076925	0.009464553195337814	0.21922796404304035	rep_2	3	phrog_10014
0	0.09	0.31	52.86820512820512	0.00904272745126873	0.20435718760819344	rep_3	3	phrog_10014
0	0.1	0.29	58.00120192307692	0.010006132128317928	0.19135345401167994	rep_1	4	phrog_10014
0	0.09	0.24	44.3539423076923	0.00903573389525746	0.18258680606670502	rep_2	4	phrog_10014
0	0.09	0.24	44.78076923076923	0.008879942557920663	0.18699048714857208	rep_3	4	phrog_10014
0	0.13	0.18	29.82426923076923	0.008582020721276947	0.20231494494251018	rep_1	5	phrog_10014
0	0.1	0.26	55.9031923076923	0.00962253956209778	0.18030182875893971	rep_2	5	phrog_10014
0	0.09	0.23	46.220807692307694	0.008876211924705918	0.1648874178809364	rep_3	5	phrog_10014
0	0.12	0.16	28.7575	0.008429644967537047	0.19471022588423148	rep_1	6	phrog_10014
0	0.1	0.22	48.104519230769235	0.008844616139840613	0.1641470192559273	rep_2	6	phrog_10014
0	0.09	0.23	56.24035256410256	0.009070133619356156	0.1564420024252762	rep_3	6	phrog_10014
0	0.22	0.32	65.51074175824175	0.014084535235177165	0.3093326185492859	rep_1	7	phrog_10014
0	0.12	0.16	27.940796703296705	0.008411614890426213	0.191390468410553	rep_2	7	phrog_10014
0	0.1	0.19	42.10414835164835	0.008619671740174206	0.20373191214579653	rep_3	7	phrog_10014
0	0.12	0.15	27.645	0.008424446600300593	0.19799548082384993	rep_1	8	phrog_10014
0	0.1	0.2	57.488677884615385	0.00879446673182408	0.13621421619311794	rep_2	8	phrog_10014
0	0.1	0.18	42.878677884615385	0.00838629474307089	0.17688463761832163	rep_3	8	phrog_10014
0	0.12	0.15	30.624893162393164	0.008449968959633859	0.18803272077430153	rep_1	9	phrog_10014
0	0.11	0.18	44.31950854700855	0.008394798869823437	0.17647151921719223	rep_2	9	phrog_10014
0	0.11	0.18	41.92903846153846	0.008314254368556902	0.14535080291755517	rep_3	9	phrog_10014
0	0.13	0.21	63.626096153846156	0.009356301751693776	0.14692921893440633	rep_1	10	phrog_10014
0	0.11	0.19	58.13098076923077	0.008648112053484642	0.11630004148638613	rep_2	10	phrog_10014
0	0.12	0.15	26.23225	0.00829596372700725	0.1815068611051291	rep_3	10	phrog_10014
0	0.74	0.78	87.33153846153846	0.8049781702941294	0.9764002641161036	rep_1	2	phrog_10015
0	0.71	0.76	84.45692307692308	0.7289895062359719	0.9685870484943745	rep_2	2	phrog_10015
0	0.71	0.75	84.19807692307691	0.7481055352631323	0.9745253890101195	rep_3	2	phrog_10015
0	0.22	0.43	68.18480769230769	0.015158014485929261	0.29324719679939776	rep_1	3	phrog_10015
0	0.15	0.39	66.52980769230768	0.011776158363036979	0.2269863972842782	rep_2	3	phrog_10015
0	0.14	0.38	67.79320512820513	0.011288893249321003	0.20528527545313105	rep_3	3	phrog_10015
